NET_ODA,POP,GNP_PCAP,INF_MORT,RIGHTS_REV,RIGHTS_INV,country,year
-0.9668715045570603,-1.8586795665010962,-0.6049895445012157,-0.15210029649956144,0.6204656291251404,0.5927912480534563,Dominican Republic,1986
-0.656449421293817,-1.8574083593713573,-0.7246001133315301,-0.15837927537982527,0.6102091289579514,0.5663509469477969,Dominican Republic,1987
-0.7775855380512302,-1.8567445509855958,-0.7390683472975652,-0.16649889617805877,0.6061358035703155,0.5695274447965449,Dominican Republic,1988
-0.6629551069718059,-1.8571394579941443,-0.7734961552241227,-0.17082197097258237,0.6020790028747012,0.5465119573946483,Dominican Republic,1989
-0.7188729433644819,-1.4949265463251074,-0.26704040738387225,-0.20865126332846456,0.6540117516163442,0.6212831528898164,Ecuador,1984
-0.8229470040630298,-1.4883713903709337,-0.3406293140106256,-0.20597776920839986,0.5438864860268788,0.39039372822255614,Ecuador,1985
-0.8856533829618407,-1.4820645944708355,-0.3469079418257256,-0.20339359088711206,0.5251554493208156,0.3696476967392466,Ecuador,1986
-0.59120020772986,-1.4769860443491092,-0.31913500522336574,-0.20196243134140845,0.5148989491536266,0.34320739563358715,Ecuador,1987
-1.0199121952242027,-1.472447632542236,-0.35607609504145954,-0.20196907562636662,0.6061358035703155,0.5695274447965449,Ecuador,1988
-0.9128783126096127,-1.468379807502122,-0.39329071387519626,-0.1968589447555778,0.6020790028747012,0.5465119573946483,Ecuador,1989
0.2527377095648764,0.1130109576282239,-1.1013740319843615,0.14296037865372108,0.20202662787328704,-0.07186402767012891,"Egypt, Arab Rep.",1984
0.14738040634689437,0.11917571554380192,-1.0177761532241296,0.13511244371363407,0.18721154208814636,-0.0796099010231795,"Egypt, Arab Rep.",1985
-0.035323441885113986,0.124924157721609,-0.9304119449358437,0.1266131059694591,0.014329825554824868,-0.21813896816287257,"Egypt, Arab Rep.",1986
-0.030151483388069066,0.1291875583415205,-0.8712035875234054,0.11635164472487769,0.004073325387635869,-0.24457926926853196,"Egypt, Arab Rep.",1987
-0.20035859279120335,0.1329316228273085,-0.837048755657769,0.1039907757333493,0,-0.2414027714197838,"Egypt, Arab Rep.",1988
-0.24104927441581908,0.13610832047751992,-0.8586539635644296,0.09680043180466269,-0.00405680069561443,-0.2644182588216806,"Egypt, Arab Rep.",1989
0.5890243274359613,-2.150958295538909,-0.8947597826213622,-0.21443999150470905,0.20202662787328704,-0.07186402767012891,El Salvador,1984
0.7780660394778771,-2.1584949026165328,-0.7914630271486409,-0.22380885085147253,0.4385259703690525,0.20807217142860143,El Salvador,1985
0.635858030406711,-2.1621261173346067,-0.6859586070348829,-0.2339303147471936,0.3020118980066057,0.03317546011803349,El Salvador,1986
0.8382024255777113,-2.1651553104290975,-0.6435589033284042,-0.24592555476252453,0.2917553978394168,0.006735159012374072,El Salvador,1987
0.801728687879564,-2.1664886901046407,-0.6198049264707475,-0.2601437966633223,0.4054651081081644,0.16406233668838047,El Salvador,1988
0.7971632104097847,-2.165698713733839,-0.5599220549260636,-0.26979930270382446,0.2836252717561666,-0.013103830540774518,El Salvador,1989
-1.2709768037678526,0.04167629597895212,-2.7273412463696722,0.6078749383919855,-1.7438835211820263,-0.6314798156055518,Ethiopia,1984
-0.7007853618633371,0.049094624387329304,-2.676004229827662,0.6024948394794953,-1.7586986069671668,-0.6392256889586022,Ethiopia,1985
-0.9605182215080965,0.05756622063680597,-2.662452179462276,0.5966167352151945,-1.7774296436732302,-0.6599717204419118,Ethiopia,1986
-0.9953523776484484,0.06600910096491798,-2.6260584998160095,0.589144676058192,-1.0945389632804738,-0.6123040493938493,Ethiopia,1987
-0.6031059600516719,0.07538731804660985,-2.5716498110458756,0.5797581096958349,-1.0986122886681098,-0.6091275515451011,Ethiopia,1988
-1.0005653030512225,0.08564425173291527,-2.5858749116549133,0.5650146182824135,-1.7958162699236693,-0.7062510111007199,Ethiopia,1989
0.9482399103477872,-3.743960945487097,0.8039092635406807,0.2633345271212621,-0.6452712325139165,-0.4773291357782934,Gabon,1984
0.6101171718628161,-3.72321658785952,0.7539425651204793,0.2700825914094426,-0.6600863182990571,-0.4850750091313439,Gabon,1985
0.7288375410150602,-3.717540252759451,0.7729365669481582,0.27689530901879705,-0.6788173550051204,-0.5058210406146535,Gabon,1986
0.737842180510327,-3.7125151643668306,0.8163086419758874,0.3253169457035248,-0.6890738551723095,-0.5322613417203128,Gabon,1987
0.9665511919381049,-3.7081268113285284,0.730340920532832,0.3305965347760299,-0.6931471805599453,-0.5290848438715648,Gabon,1988
1.1324752901636947,-3.703489945556902,0.576430561724893,0.2926377075873558,-0.4095219088037787,-0.4650889542838317,Gabon,1989
-0.5499764647405535,-1.2011995030009226,-1.6149356355692268,0.12967454194207134,-1.0507363406220809,-0.5573718434518298,Ghana,1984
-0.7258380794020737,-1.1849292217261544,-1.5773919411595525,0.13615901628430513,-1.0655514264072217,-0.5651177168048803,Ghana,1985
-0.2722177964547596,-1.1697307051492178,-1.4938813021872563,0.14269924372108334,-1.0842824631132848,-0.5858637482881899,Ghana,1986
-0.3031222420934268,-1.1566915693835143,-1.430819375458828,0.1482399980917066,-1.0945389632804738,-0.6123040493938493,Ghana,1987
-0.09891430380740356,-1.1448930880000106,-1.3929948147042293,0.1525056474027633,-0.6931471805599453,-0.5290848438715648,Ghana,1988
-0.03737266727772822,-1.134372468132455,-1.3944808895358376,0.15805585791746574,-0.4095219088037787,-0.4650889542838317,Ghana,1989
-3.153626595096377,-1.4078784228677275,0.8124096183060733,-1.7490963042756134,0.7410231286059741,0.9089652253415972,Greece,1984
-3.401829145217582,-1.4242488621540628,0.7988049691777392,-1.7533193892146093,0.6391966658312037,0.6135372795367658,Greece,1985
-2.972410442715965,-1.4413011423290067,0.8100542299046608,-1.7473535739417054,0.6204656291251404,0.5927912480534563,Greece,1986
-2.3663234337555425,-1.4597207358758002,0.8259972990796369,-1.8014652219321585,0.6102091289579514,0.5663509469477969,Greece,1987
-2.3156748400811518,-1.4784219607771143,0.8888641477726995,-1.8384571655934931,0.6061358035703155,0.5695274447965449,Greece,1988
-2.4754891210604097,-1.4968577728172288,1.0114373489335324,-1.8111045587577814,0.6890903798643309,0.8341940298464292,Greece,1989
-1.2983305278604118,-1.6537365776695923,-0.44156327169200804,-0.21443999150470905,-0.35758916006213565,-0.3903177587886636,Guatemala,1984
-1.1597264068095037,-1.6454062655639137,-0.39447254603144877,-0.22380885085147253,0.18721154208814636,-0.0796099010231795,Guatemala,1985
-0.8161202582398354,-1.6367555275331478,-0.3256757217199514,-0.2339303147471936,0.41979493366298926,0.18732613994529182,Guatemala,1986
-0.2677982317103673,-1.6287970659197342,-0.34545231354073913,-0.24592555476252453,0.40953843349580027,0.16088583883963248,Guatemala,1987
-0.32483552396818194,-1.62059367539015,-0.4513862748457844,-0.2601437966633223,0.4054651081081644,0.16406233668838047,Guatemala,1988
-0.3115482353485943,-1.612128775515962,-0.5435729169245342,-0.26979930270382446,0.40140830741255,0.1410468492864839,Guatemala,1989
1.5250011052381984,-3.839271125291422,-2.2418334305879717,0.6129640078994566,-0.6452712325139165,-0.4773291357782934,Guinea-Bissau,1984
1.3964006201577916,-3.8412504072162776,-2.1904964140459615,0.6181201573825764,-0.6600863182990571,-0.4850750091313439,Guinea-Bissau,1985
1.6489478750061939,-3.8423124652940923,-2.16036023566504,0.6232849822973558,-1.0842824631132848,-0.5858637482881899,Guinea-Bissau,1986
1.8235005058517613,-3.8436005712630927,-2.2062046542557456,0.6274007072137284,-1.0945389632804738,-0.6123040493938493,Guinea-Bissau,1987
2.0075114034794734,-3.8441816132208677,-2.2531960799273407,0.7431028475452998,-1.0986122886681098,-0.6091275515451011,Guinea-Bissau,1988
2.2217415947604793,-3.8441572750468733,-2.2375682173866975,0.7522989644184971,-0.6972039812555597,-0.5521003312734615,Guinea-Bissau,1989
-0.28161132499992503,-1.9395682719872867,-1.8980618914851473,0.39630320519601997,-1.0507363406220809,-0.5573718434518298,Haiti,1984
-0.2519975096177579,-1.941537849159822,-1.8110067923410575,0.4018970489129402,-1.0655514264072217,-0.5651177168048803,Haiti,1985
-0.2499976850278075,-1.943366905260091,-1.7036018331693255,0.40751549143586124,0.014329825554824868,-0.21813896816287257,Haiti,1986
-0.05074226181403578,-1.9461549065176318,-1.5871654458495221,0.41210164242470126,-0.4013917827205285,-0.445249964730683,Haiti,1987
-0.4654971762566239,-1.9490849504671306,-1.5155971367965617,0.4153780849988323,-0.6931471805599453,-0.5290848438715648,Haiti,1988
-0.22853759266504703,-1.9520498319845363,-1.5012488649615436,0.4246368146618521,-0.6972039812555597,-0.5521003312734615,Haiti,1989
0.7868717987961277,-2.2573343634019163,-0.9709211435869263,-0.05635759424841888,0.5587015718120194,0.39813960157560657,Honduras,1984
0.6243074435285313,-2.2424786574025495,-0.898231002574347,-0.06602374692741023,0.5438864860268788,0.39039372822255614,Honduras,1985
0.5157509895936659,-2.2284546561618406,-0.8143397736830897,-0.07646288229394142,0.5251554493208156,0.3696476967392466,Honduras,1986
0.3880799633965542,-2.2165126095956933,-0.7509174216489035,-0.0887983415413194,0.5148989491536266,0.34320739563358715,Honduras,1987
0.5724379252894589,-2.2060115156619338,-0.6871086083668542,-0.1033818393878651,0.5108256237659907,0.3463838934823353,Honduras,1988
0.2740275955709157,-2.197704606435472,-0.6399647625996002,-0.10818361849853941,0.5067688230703762,0.32336840608043854,Honduras,1989
-2.4682158963732417,-2.019181149437141,1.2231008689624183,-2.1801382541734275,0.45334105615419307,0.2158180447816519,"Hong Kong SAR, China",1984
-2.204744848317964,-2.0234961582980606,1.2744378855044287,-2.215739390250246,0.4385259703690525,0.20807217142860143,"Hong Kong SAR, China",1985
-2.4382292305022797,-2.0295495758129682,1.325726389813181,-2.2546642556002516,0.41979493366298926,0.18732613994529182,"Hong Kong SAR, China",1986
-2.400733259378116,-2.0362199925762003,1.407027181518876,-2.286022918877539,0.40953843349580027,0.16088583883963248,"Hong Kong SAR, China",1987
-2.268793324216385,-2.0451789359277903,1.569498817374028,-2.32144799036604,0.28768207245178085,0.009911656861122196,"Hong Kong SAR, China",1988
-2.276612709469685,-2.056747529945284,1.700007862466066,-2.3449508335141522,0.2836252717561666,-0.013103830540774518,"Hong Kong SAR, China",1989
-2.624144823011259,2.920064148572442,-1.8800433859824688,0.2433338604145928,0.5587015718120194,0.39813960157560657,India,1984
-2.7708906687530015,2.9196637549873143,-1.8287063694404584,0.2460073545346572,0.5438864860268788,0.39039372822255614,India,1985
-2.620554197361725,2.9215750008163703,-1.754895127556876,0.24859153285594518,0.5251554493208156,0.3696476967392466,India,1986
-2.786470623746448,2.9220556172300123,-1.70110970519874,0.250022692401649,0.5148989491536266,0.34320739563358715,India,1987
-2.678859828061898,2.922108145461327,-1.6553590791717203,0.2500160481166906,0.5108256237659907,0.3463838934823353,India,1988
-2.8547223541859754,2.9216983616402246,-1.5895414721072219,0.2531621849028194,0.5067688230703762,0.32336840608043854,India,1989
-1.996104352807462,1.3813953070265486,-1.1013740319843615,0.08119297212781147,-0.35758916006213565,-0.3903177587886636,Indonesia,1984
-2.207789478504189,1.385733395061359,-1.0749345670640782,0.051047696868020645,-0.37240424584727627,-0.39806363214171403,Indonesia,1985
-2.17516237408249,1.383684239674318,-1.0794475240963315,0.01824506924767738,-0.39113528255333957,-0.4188096636250236,Indonesia,1986
-1.6340567597397555,1.3803582279663975,-1.098113621633092,-0.018617333004666694,-0.4013917827205285,-0.445249964730683,Indonesia,1987
-1.3899329423991724,1.382479764420734,-1.1345831245525615,-0.06022970258401425,-0.1823215567939546,-0.34676328707761,Indonesia,1988
-1.335231479274119,1.378448269765467,-1.1892177634994763,-0.08934248144268314,-0.18637835748956907,-0.36977877447950674,Indonesia,1989
-4.620950366789729,0.05944534882562491,0.631296520873687,-0.10719446115111157,-0.35758916006213565,-0.3903177587886636,"Iran, Islamic Rep.",1984
-4.5201687245397215,0.06878416660948747,0.7766253254667641,-0.11859827147100924,-0.37240424584727627,-0.39806363214171403,"Iran, Islamic Rep.",1985
-4.141459102438722,0.07914540423163877,0.9027847141563844,-0.1308980888489585,-0.39113528255333957,-0.4188096636250236,"Iran, Islamic Rep.",1986
